# Resources/readings to go into assignment
# Each resource must be associated with a repo (including a % repo if not an actual github repository).
# If the 3th field is in books.csv, the link from there will be substituted.
# The 4th field is optional; if present will be added after the desciptions, outside of the link.
# Commas are allowed in the 4th field ONLY

time-series, Time Series Analysis and its Applications, https://www.stat.pitt.edu/stoffer/tsa4/tsa4.pdf, ch 1–3
time-series, ARIMA Models in Python, http://conference.scipy.org/proceedings/scipy2011/pdfs/statsmodels.pdf

latent-dirichlet-allocation, Guide to LDA, https://medium.com/@lettier/how-does-lda-work-ill-explain-using-emoji-108abf40fa7d

content-based-recommenders, Content-Based Recommenders, MMD, ch 9.1–9.2 pg 307–320
similarity-based-recommenders, Collaborative filtering, MMD, ch 9.3 pg 320–327
similarity-based-recommenders, Collaborative filtering–based recommendation engines, MLIA, 14.4-14.5 pg 286–295
factorization-recommenders, Dimensionality Reductions, MMD, ch 9.4–9.5 pg 328–340)

factorization-recommenders, Matrix Factorization Techniques, https://datajobs.com/data-science-repo/Recommender-Systems-%5BNetflix%5D.pdf

transfer-learning, Gentle Introduction to Transfer Learning, https://machinelearningmastery.com/transfer-learning-for-deep-learning/
multi-armed-bandit, Multi-armed bandit, http://stevehanov.ca/blog/index.php?id=132

autoencoders, Autoencoders, http://ufldl.stanford.edu/tutorial/unsupervised/Autoencoders/
transfer-learning, Transfer Learning, https://machinelearningmastery.com/transfer-learning-for-deep-learning/

$

<!-- Week 4 -->
[r-mlia]:https://drive.google.com/file/d/0B1cm3fV8cnJwcUNWWnFaRWgwTDA/view?usp=sharing
[r-islr]:http://www-bcf.usc.edu/~gareth/ISL/ISLR%20Sixth%20Printing.pdf
[r-prac-reg]:https://cran.r-project.org/doc/contrib/Faraway-PRA.pdf



<!-- Week 7 --> 
[r-recursion]:http://interactivepython.org/runestone/static/pythonds/index.html#recursion
[r-recu-prac]:https://github.com/gSchool/dsi-welcome/blob/19-01-DS-SF-g88/readings/recursion
[r-dec-tree-visual]:http://www.r2d3.us/visual-intro-to-machine-learning-part-1/
[r-esl]:https://web.stanford.edu/~hastie/ElemStatLearn/download.html
[r-nn]:https://www.youtube.com/watch?v=bxe2T-V8XRs
[r-ng-note]:http://cs229.stanford.edu/notes/cs229-notes1.pdf


<!-- Week 8 -->
[r-tfe-1]:http://blog.christianperone.com/?p=1589
[r-tfe-2]:http://blog.christianperone.com/?p=1747
[r-tfe-3]:http://blog.christianperone.com/?p=2497
[r-sem-ana]:https://radimrehurek.com/phd_rehurek.pdf
[r-nlp]:http://www.datascienceassn.org/sites/default/files/Natural%20Language%20Processing%20with%20Python.pdf
[r-mmd]:http://infolab.stanford.edu/~ullman/mmds/book.pdf
[r-nmf-py]:http://www.quuxlabs.com/blog/2010/09/matrix-factorization-a-simple-tutorial-and-implementation-in-python/
[r-sna]:http://www.asecib.ase.ro/mps/Social%20Network%20Analysis%20for%20Startups%20[2011].pdf


<!-- Week 9-->
[r-mab]:http://stevehanov.ca/blog/index.php?id=132

<!-- Week 10-->
[r-forecasting]:https://www.otexts.org/fpp
[r-time-series]:https://github.com/GalvanizeDataScience/course-outline/blob/19-02-DS-SF-g92/notes/TimeSeries.pdf
[r-arima]:http://conference.scipy.org/proceedings/scipy2011/pdfs/statsmodels.pdf
[r-matrix-recom]:https://datajobs.com/data-science-repo/Recommender-Systems-%5BNetflix%5D.pdf
[r-graphlab]:https://turi.com/learn/userguide/recommender/choosing-a-model.html

<!-- Week 11-->
[r-autoencoder]:http://ufldl.stanford.edu/tutorial/unsupervised/Autoencoders/
[r-word-embedding]:https://arxiv.org/pdf/1301.3781.pdf
[r-convnets]:https://ujjwalkarn.me/2016/08/11/intuitive-explanation-convnets/
[r-transfer]:https://machinelearningmastery.com/transfer-learning-for-deep-learning/
[r-flask]:http://flask.pocoo.org/
[r-flask-tutorials]:http://blog.miguelgrinberg.com/post/the-flask-mega-tutorial-part-i-hello-world
[r-get-post]:http://www.w3schools.com/tags/ref_httpmethods.asp

<!-- Week 13-->
[r-120-Qs]:https://github.com/GalvanizeDataScience/course-outline/blob/19-02-DS-SF-g92/interview-prep/120_Interview_Questions.pdf
[r-takehome]:https://github.com/GalvanizeDataScience/course-outline/blob/19-02-DS-SF-g92/interview-prep/takehome/take-home-guide.md
[r-model-comp]:https://github.com/GalvanizeDataScience/course-outline/blob/19-02-DS-SF-g92/interview-prep/review/Model_Comparison_Guide.md
[r-business]:https://github.com/GalvanizeDataScience/course-outline/blob/19-02-DS-SF-g92/interview-prep/business/business_analytics_reading.md
[polya]:https://math.berkeley.edu/~gmelvin/polya.pdf



[r-multiproc]:https://www.youtube.com/watch?v=X2mO1O5Nuwg
[r-intro-parallel]:http://sebastianraschka.com/Articles/2014_multiprocessing.html
[r-intro-threading]:http://pymotw.com/2/threading/
